id,title,normalized_title,dblp_key,publication_type,year,journal,booktitle,volume,number,pages,publisher,series,editor,url,doi,ee,biburl,bibsource,abstract,keywords,timestamp,citation_count,has_faculty_author,author_count,source_pid,source_pids,created_at,updated_at
960,"A Novel Approach to Eigenpalm Features Using Feature-Partitioning
Framework",a novel approach to eigenpalm features using featurepartitioning framework,DBLP:conf/mva/KumarN07,conference,2007,,"Proceedings of the IAPR Conference on Machine Vision Applications
(IAPR MVA 2007), May 16-18, 2007, Tokyo, Japan",,,29--32,,,,http://b2.cvl.iis.u-tokyo.ac.jp/mva/proceedings/2007CD/papers/03-01.pdf,,,https://dblp.org/rec/conf/mva/KumarN07.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 12 Mar 2020 00:00:00 +0100",0,True,2,73/4368,73/4368,2026-01-31 22:36:07.287402,2026-01-31 22:36:07.291751
961,A Palmprint Classification Scheme using Heart Line Feature Extraction,a palmprint classification scheme using heart line feature extraction,DBLP:conf/cit/NegiPPD06,conference,2006,,"9th International Conference in Information Technology, ICIT 2006,
Bhubaneswar, Orissa, India, 18-21 December 2006",,,180--181,IEEE Computer Society,,"Saraju P. Mohanty, Anirudha Sahoo",https://doi.org/10.1109/ICIT.2006.17,10.1109/ICIT.2006.17,,https://dblp.org/rec/conf/cit/NegiPPD06.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 25 Dec 2025 00:00:00 +0100",0,True,4,73/4368,73/4368,2026-01-31 22:36:07.291983,2026-01-31 22:36:07.296233
962,Indirect Authorization Topologies for Grid Access Control,indirect authorization topologies for grid access control,DBLP:conf/cit/GeethakumariNS06,conference,2006,,"9th International Conference in Information Technology, ICIT 2006,
Bhubaneswar, Orissa, India, 18-21 December 2006",,,186--187,IEEE Computer Society,,"Saraju P. Mohanty, Anirudha Sahoo",https://doi.org/10.1109/ICIT.2006.60,10.1109/ICIT.2006.60,,https://dblp.org/rec/conf/cit/GeethakumariNS06.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 23 Mar 2023 00:00:00 +0100",0,True,3,73/4368,73/4368,2026-01-31 22:36:07.309874,2026-01-31 22:36:07.317701
963,A High Embedding Capacity Approach to Adaptive Steganography,a high embedding capacity approach to adaptive steganography,DBLP:conf/icdim/ArjunN06,conference,2006,,"First IEEE International Conference on Digital Information Management
(ICDIM), December 6-8, 2006, Christ College, Bangalore, India, Proceedings",,,525--530,IEEE,,,https://doi.org/10.1109/ICDIM.2007.369246,10.1109/ICDIM.2007.369246,,https://dblp.org/rec/conf/icdim/ArjunN06.bib,"dblp computer science bibliography, https://dblp.org",,,"Wed, 16 Oct 2019 14:14:49 +0200",0,True,2,73/4368,73/4368,2026-01-31 22:36:07.318094,2026-01-31 22:36:07.320289
964,Cryptanalysis of recently proposed Remote User Authentication Schemes,cryptanalysis of recently proposed remote user authentication schemes,DBLP:journals/iacr/GoriparthiDNS06,article,2006,IACR Cryptol. ePrint Arch.,,,,28,,,,http://eprint.iacr.org/2006/028,,,https://dblp.org/rec/journals/iacr/GoriparthiDNS06.bib,"dblp computer science bibliography, https://dblp.org",,,"Mon, 11 May 2020 01:00:00 +0200",0,True,4,73/4368,73/4368,2026-01-31 22:36:07.323201,2026-01-31 22:36:07.327434
965,"Open Source Adoption and Use: A Comparative Study Between Groups
in the US and India",open source adoption and use a comparative study between groups in the us and india,DBLP:conf/amcis/VermaJN05,conference,2005,,"A Conference on a Human Scale. 11th Americas Conference on Information
Systems, AMCIS 2005, Omaha, Nebraska, USA, August 11-14, 2005",,,429,Association for Information Systems,,"Deepak Khazanchi, Ilze Zigurs",http://aisel.aisnet.org/amcis2005/429,,,https://dblp.org/rec/conf/amcis/VermaJN05.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 06 Jan 2012 11:23:55 +0100",0,True,3,73/4368,73/4368,2026-01-31 22:36:07.340438,2026-01-31 22:36:07.343502
966,Dynamic Delegation Approach for Access Control in Grids,dynamic delegation approach for access control in grids,DBLP:conf/eScience/GeethakumariNS05,conference,2005,,"First International Conference on e-Science and Grid Technologies
(e-Science 2005), 5-8 December 2005, Melbourne, Australia",,,387--394,IEEE Computer Society,,,https://doi.org/10.1109/E-SCIENCE.2005.36,10.1109/E-SCIENCE.2005.36,,https://dblp.org/rec/conf/eScience/GeethakumariNS05.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 24 Mar 2023 00:00:00 +0100",0,True,3,73/4368,73/4368,2026-01-31 22:36:07.351260,2026-01-31 22:36:07.359671
967,Zone Identification in the Printed Gujarati Text,zone identification in the printed gujarati text,DBLP:conf/icdar/DholakiaNM05,conference,2005,,"Eighth International Conference on Document Analysis and Recognition
(ICDAR 2005), 29 August - 1 September 2005, Seoul, Korea",,,272--276,IEEE Computer Society,,,https://doi.org/10.1109/ICDAR.2005.258,10.1109/ICDAR.2005.258,,https://dblp.org/rec/conf/icdar/DholakiaNM05.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 24 Mar 2023 00:00:00 +0100",0,True,3,73/4368,73/4368,2026-01-31 22:36:07.360088,2026-01-31 22:36:07.363162
968,A Hybrid Method to Intrusion Detection Systems Using HMM,a hybrid method to intrusion detection systems using hmm,DBLP:conf/icdcit/RamanN05,conference,2005,,"Distributed Computing and Internet Technology, Second International
Conference, ICDCIT 2005, Bhubaneswar, India, December 22-24, 2005,
Proceedings",3816,,389--396,Springer,Lecture Notes in Computer Science,Goutam Chakraborty,https://doi.org/10.1007/11604655_44,10.1007/11604655_44,,https://dblp.org/rec/conf/icdcit/RamanN05.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 14 May 2019 10:00:46 +0200",0,True,2,73/4368,73/4368,2026-01-31 22:36:07.370193,2026-01-31 22:36:07.372622
969,On Reduction of Bootstrapping Information Using Digital Multisignature,on reduction of bootstrapping information using digital multisignature,DBLP:conf/cit/UlanbekSN04,conference,2004,,"Intelligent Information Technology, 7th International Conference on
Information Technology, CIT 2004, Hyderabad, India, December 20-23,
2004, Proceedings",3356,,198--204,Springer,Lecture Notes in Computer Science,"Gautam Das, Ved Prakash Gulati",https://doi.org/10.1007/978-3-540-30561-3_21,10.1007/978-3-540-30561-3_21,,https://dblp.org/rec/conf/cit/UlanbekSN04.bib,"dblp computer science bibliography, https://dblp.org",,,"Sat, 30 Sep 2023 01:00:00 +0200",0,True,3,73/4368,73/4368,2026-01-31 22:36:07.376238,2026-01-31 22:36:07.378550
970,Unicast Routing Algorithm with Multiple Quality-of-Service Parameters,unicast routing algorithm with multiple qualityofservice parameters,DBLP:conf/ispan/KoundinyaNS04,conference,2004,,"7th International Symposium on Parallel Architectures, Algorithms,
and Networks (I-SPAN 2004), 10-12 May 2004, Hong Kong, SAR, China",,,520--526,IEEE Computer Society,,,https://doi.org/10.1109/ISPAN.2004.1300531,10.1109/ISPAN.2004.1300531,,https://dblp.org/rec/conf/ispan/KoundinyaNS04.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 24 Mar 2023 00:00:00 +0100",0,True,3,73/4368,73/4368,2026-01-31 22:36:07.386149,2026-01-31 22:36:07.388920
971,"Localization, Extraction and Recognition of Text in Telugu Document
Images",localization extraction and recognition of text in telugu document images,DBLP:conf/icdar/NegiSC03,conference,2003,,"7th International Conference on Document Analysis and Recognition
(ICDAR 2003), 2-Volume Set, 3-6 August 2003, Edinburgh, Scotland,
UK",,,1193--1197,IEEE Computer Society,,,https://doi.org/10.1109/ICDAR.2003.1227846,10.1109/ICDAR.2003.1227846,,https://dblp.org/rec/conf/icdar/NegiSC03.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 24 Mar 2023 00:00:00 +0100",0,True,3,73/4368,73/4368,2026-01-31 22:36:07.396306,2026-01-31 22:36:07.399664
972,"On Developing High Accuracy OCR Systems for Telugu and Other Indian
Scripts",on developing high accuracy ocr systems for telugu and other indian scripts,DBLP:conf/lec/BhagvatiRKN02,conference,2002,,"2002 Language Engineering Conference (LEC 2002), 13-15 December
2002, Hyderabad, India",,,18,IEEE Computer Society,,,https://doi.org/10.1109/LEC.2002.1182286,10.1109/LEC.2002.1182286,,https://dblp.org/rec/conf/lec/BhagvatiRKN02.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 24 Mar 2023 00:00:00 +0100",0,True,4,73/4368,73/4368;91/1525,2026-01-31 22:36:07.406585,2026-01-31 22:36:07.410603
973,An OCR System for Telugu,an ocr system for telugu,DBLP:conf/icdar/NegiBK01,conference,2001,,"6th International Conference on Document Analysis and Recognition
(ICDAR 2001), 10-13 September 2001, Seattle, WA, USA",,,1110--1114,IEEE Computer Society,,,https://doi.org/10.1109/ICDAR.2001.953958,10.1109/ICDAR.2001.953958,,https://dblp.org/rec/conf/icdar/NegiBK01.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 24 Mar 2023 00:00:00 +0100",0,True,3,73/4368,73/4368;91/1525,2026-01-31 22:36:07.423872,2026-01-31 22:36:07.428201
974,Unsupervised Texture Segmentation Using Hermite Transform Filters,unsupervised texture segmentation using hermite transform filters,DBLP:conf/caip/NegiSD97,conference,1997,,"Computer Analysis of Images and Patterns, 7th International Conference,
CAIP'97, Kiel, Germany, September 10-12, 1997, Proceedings",1296,,567--574,Springer,Lecture Notes in Computer Science,"Gerald Sommer, Konstantinos Daniilidis, Josef Pauli",https://doi.org/10.1007/3-540-63460-6_164,10.1007/3-540-63460-6_164,,https://dblp.org/rec/conf/caip/NegiSD97.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 14 May 2019 10:00:53 +0200",0,True,3,73/4368,73/4368,2026-01-31 22:36:07.433854,2026-01-31 22:36:07.436762
975,A correspondence based approach to segmentation of cursive words,a correspondence based approach to segmentation of cursive words,DBLP:conf/icdar/NegiSA95,conference,1995,,"Third International Conference on Document Analysis and Recognition,
ICDAR 1995, August 14 - 15, 1995, Montreal, Canada. Volume II",,,1034--1037,IEEE Computer Society,,,https://doi.org/10.1109/ICDAR.1995.602079,10.1109/ICDAR.1995.602079,,https://dblp.org/rec/conf/icdar/NegiSA95.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 24 Mar 2023 00:00:00 +0100",0,True,3,73/4368,73/4368;97/3869,2026-01-31 22:36:07.444716,2026-01-31 22:36:07.447166
976,Digital Life: An Advent of Transhumanism,digital life an advent of transhumanism,DBLP:conf/miwai/Mohanty23,conference,2023,,"Multi-disciplinary Trends in Artificial Intelligence - 16th International
Conference, MIWAI 2023, Hyderabad, India, July 21-22, 2023, Proceedings",14078,,1--24,Springer,Lecture Notes in Computer Science,"Morusupalli Raghava, Teja Santosh Dandibhotla, Vani Vathsala Atluri, David Windridge, Pawan Lingras, Venkateswara Rao Komati",https://doi.org/10.1007/978-3-031-36402-0_1,10.1007/978-3-031-36402-0_1,,https://dblp.org/rec/conf/miwai/Mohanty23.bib,"dblp computer science bibliography, https://dblp.org",,,"Wed, 06 Mar 2024 15:26:23 +0100",0,True,1,74/5678,74/5678,2026-01-31 22:36:07.454341,2026-01-31 22:36:07.456902
977,Trust: Anthropomorphic Algorithmic,trust anthropomorphic algorithmic,DBLP:conf/icdcit/Mohanty20,conference,2020,,"Distributed Computing and Internet Technology - 16th International
Conference, ICDCIT 2020, Bhubaneswar, India, January 9-12, 2020,
Proceedings",11969,,50--72,Springer,Lecture Notes in Computer Science,"Dang Van Hung, Meenakshi D'Souza",https://doi.org/10.1007/978-3-030-36987-3_4,10.1007/978-3-030-36987-3_4,,https://dblp.org/rec/conf/icdcit/Mohanty20.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 09 Jan 2020 09:56:53 +0100",0,True,1,74/5678,74/5678,2026-01-31 22:36:07.457134,2026-01-31 22:36:07.459716
1010,Modeling Web Services with FSM Modules,modeling web services with fsm modules,DBLP:conf/asiams/MohantyMCS07,conference,2007,,"First Asia International Conference on Modelling and Simulation, AMS
2007, Phuket, Thailand, March 27-30, 2007",,,100--105,IEEE Computer Society,,,https://doi.org/10.1109/AMS.2007.63,10.1109/AMS.2007.63,,https://dblp.org/rec/conf/asiams/MohantyMCS07.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 24 Mar 2023 00:00:00 +0100",0,True,4,74/5678,74/5678,2026-01-31 22:36:07.686265,2026-01-31 22:36:07.689071
1011,Ensuring Consistency in Relational Repository of UML Models,ensuring consistency in relational repository of uml models,DBLP:conf/cit/SapnaM07,conference,2007,,"10th International Conference on Information Technology, ICIT 2007,
Roukela, India, 17-20 December 2007",,,217--222,IEEE Computer Society,,,https://doi.org/10.1109/ICIT.2007.43,10.1109/ICIT.2007.43,,https://dblp.org/rec/conf/cit/SapnaM07.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 23 Mar 2023 00:00:00 +0100",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.701196,2026-01-31 22:36:07.705128
1012,Specification Based Testing of Inheritance: A Framework of a Tool,specification based testing of inheritance a framework of a tool,DBLP:conf/cit/ReddyM07,conference,2007,,"10th International Conference on Information Technology, ICIT 2007,
Roukela, India, 17-20 December 2007",,,237--239,IEEE Computer Society,,,https://doi.org/10.1109/ICIT.2007.50,10.1109/ICIT.2007.50,,https://dblp.org/rec/conf/cit/ReddyM07.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 23 Mar 2023 00:00:00 +0100",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.705366,2026-01-31 22:36:07.707481
1013,Trust Assessment in Web Services: an Extension to jUDDI,trust assessment in web services an extension to juddi,DBLP:conf/icebe/MohantyPS07,conference,2007,,"Proceedings of ICEBE 2007, IEEE International Conference on e-Business
Engineering and the Workshops SOAIC 2007, SOSE 2007, SOKM 2007,
24-26 October, 2007, Hong Kong, China",,,759--762,IEEE Computer Society,,"Shing-Chi Cheung, Yinsheng Li, Kuo-Ming Chao, Muhammad Younas, Jen-Yao Chung",https://doi.org/10.1109/ICEBE.2007.99,10.1109/ICEBE.2007.99,,https://dblp.org/rec/conf/icebe/MohantyPS07.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 02 Aug 2024 10:57:36 +0200",0,True,3,74/5678,74/5678,2026-01-31 22:36:07.711046,2026-01-31 22:36:07.713254
978,Digital Society: A Computing Science Prospective,digital society a computing science prospective,DBLP:conf/icdcit/Mohanty19,conference,2019,,"Distributed Computing and Internet Technology - 15th International
Conference, ICDCIT 2019, Bhubaneswar, India, January 10-13, 2019,
Proceedings",11319,,60--70,Springer,Lecture Notes in Computer Science,"Günter Fahrnberger, Sapna Gopinathan, Laxmi Parida",https://doi.org/10.1007/978-3-030-05366-6_5,10.1007/978-3-030-05366-6_5,,https://dblp.org/rec/conf/icdcit/Mohanty19.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 14 May 2019 10:00:46 +0200",0,True,1,74/5678,74/5678,2026-01-31 22:36:07.459969,2026-01-31 22:36:07.462702
979,Time and Cost Aware Checkpointing of Choreographed Web Services,time and cost aware checkpointing of choreographed web services,DBLP:conf/icdcit/AtluriM15,conference,2015,,"Distributed Computing and Internet Technology - 11th International
Conference, ICDCIT 2015, Bhubaneswar, India, February 5-8, 2015.
Proceedings",8956,,207--219,Springer,Lecture Notes in Computer Science,"Raja Natarajan, Gautam Barua, Manas Ranjan Patra",https://doi.org/10.1007/978-3-319-14977-6_17,10.1007/978-3-319-14977-6_17,,https://dblp.org/rec/conf/icdcit/AtluriM15.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 07 May 2024 01:00:00 +0200",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.463097,2026-01-31 22:36:07.465489
980,A Preprocessing of Service Registry: Based on I/O Parameter Similarity,a preprocessing of service registry based on io parameter similarity,DBLP:conf/icdcit/NM15,conference,2015,,"Distributed Computing and Internet Technology - 11th International
Conference, ICDCIT 2015, Bhubaneswar, India, February 5-8, 2015.
Proceedings",8956,,220--232,Springer,Lecture Notes in Computer Science,"Raja Natarajan, Gautam Barua, Manas Ranjan Patra",https://doi.org/10.1007/978-3-319-14977-6_18,10.1007/978-3-319-14977-6_18,,https://dblp.org/rec/conf/icdcit/NM15.bib,"dblp computer science bibliography, https://dblp.org",,,"Mon, 03 Mar 2025 00:00:00 +0100",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.468328,2026-01-31 22:36:07.470425
981,A Theory on Genesis and Spread of Corruption,a theory on genesis and spread of corruption,DBLP:conf/icdcit/Mohanty15,conference,2015,,"Distributed Computing and Internet Technology - 11th International
Conference, ICDCIT 2015, Bhubaneswar, India, February 5-8, 2015.
Proceedings",8956,,448--451,Springer,Lecture Notes in Computer Science,"Raja Natarajan, Gautam Barua, Manas Ranjan Patra",https://doi.org/10.1007/978-3-319-14977-6_49,10.1007/978-3-319-14977-6_49,,https://dblp.org/rec/conf/icdcit/Mohanty15.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 25 May 2017 01:00:00 +0200",0,True,1,74/5678,74/5678,2026-01-31 22:36:07.473457,2026-01-31 22:36:07.475632
982,Usages of Composition Search Tree in Web Service Composition,usages of composition search tree in web service composition,DBLP:journals/corr/NM15,article,2015,CoRR,,abs/1504.01257,,,,,,http://arxiv.org/abs/1504.01257,,,https://dblp.org/rec/journals/corr/NM15.bib,"dblp computer science bibliography, https://dblp.org",,,"Mon, 13 Aug 2018 01:00:00 +0200",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.475861,2026-01-31 22:36:07.480615
983,A survey on checkpointing web services,a survey on checkpointing web services,DBLP:conf/icse/VathsalaM14,conference,2014,,"Proceedings of the 6th International Workshop on Principles of Engineering
Service-Oriented and Cloud Systems, PESOS 2014, Hyderabad, India,
May 31, 2014",,,11--17,ACM,,"Muhammad Ali Babar, Hye-Young Paik, Malolan Chetlur, Michael Bauer",https://doi.org/10.1145/2593793.2593795,10.1145/2593793.2593795,,https://dblp.org/rec/conf/icse/VathsalaM14.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 14 Apr 2023 23:05:45 +0200",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.480990,2026-01-31 22:36:07.485385
984,Interaction patterns based checkpointing of choreographed web services,interaction patterns based checkpointing of choreographed web services,DBLP:conf/icse/VathsalaM14a,conference,2014,,"Proceedings of the 6th International Workshop on Principles of Engineering
Service-Oriented and Cloud Systems, PESOS 2014, Hyderabad, India,
May 31, 2014",,,28--37,ACM,,"Muhammad Ali Babar, Hye-Young Paik, Malolan Chetlur, Michael Bauer",https://doi.org/10.1145/2593793.2593797,10.1145/2593793.2593797,,https://dblp.org/rec/conf/icse/VathsalaM14a.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 06 Nov 2018 00:00:00 +0100",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.485604,2026-01-31 22:36:07.489182
985,"Clustering Web Services on Frequent Output Parameters for I/O Based
Service Search",clustering web services on frequent output parameters for io based service search,DBLP:conf/miwai/NM14,conference,2014,,"Multi-disciplinary Trends in Artificial Intelligence - 8th International
Workshop, MIWAI 2014, Bangalore, India, December 8-10, 2014. Proceedings",8875,,161--171,Springer,Lecture Notes in Computer Science,"M. Narasimha Murty, Xiangjian He, Chillarige Raghavendra Rao, Paul Weng",https://doi.org/10.1007/978-3-319-13365-2_15,10.1007/978-3-319-13365-2_15,,https://dblp.org/rec/conf/miwai/NM14.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 02 Oct 2022 16:12:20 +0200",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.489489,2026-01-31 22:36:07.494296
986,A Trust Metric for Online Virtual Teams and Work Groups,a trust metric for online virtual teams and work groups,DBLP:conf/miwai/SagarM14,conference,2014,,"Multi-disciplinary Trends in Artificial Intelligence - 8th International
Workshop, MIWAI 2014, Bangalore, India, December 8-10, 2014. Proceedings",8875,,184--195,Springer,Lecture Notes in Computer Science,"M. Narasimha Murty, Xiangjian He, Chillarige Raghavendra Rao, Paul Weng",https://doi.org/10.1007/978-3-319-13365-2_17,10.1007/978-3-319-13365-2_17,,https://dblp.org/rec/conf/miwai/SagarM14.bib,"dblp computer science bibliography, https://dblp.org",,,"Mon, 22 May 2017 01:00:00 +0200",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.494586,2026-01-31 22:36:07.496871
987,Web Service Composition Using Service Maps,web service composition using service maps,DBLP:conf/miwai/VaddiM14,conference,2014,,"Multi-disciplinary Trends in Artificial Intelligence - 8th International
Workshop, MIWAI 2014, Bangalore, India, December 8-10, 2014. Proceedings",8875,,196--207,Springer,Lecture Notes in Computer Science,"M. Narasimha Murty, Xiangjian He, Chillarige Raghavendra Rao, Paul Weng",https://doi.org/10.1007/978-3-319-13365-2_18,10.1007/978-3-319-13365-2_18,,https://dblp.org/rec/conf/miwai/VaddiM14.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 06 Oct 2024 01:00:00 +0200",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.500290,2026-01-31 22:36:07.502735
988,Network of Social Listeners,network of social listeners,DBLP:conf/icdcit/Mohanty13,conference,2013,,"Distributed Computing and Internet Technology, 9th International Conference,
ICDCIT 2013, Bhubaneswar, India, February 5-8, 2013. Proceedings",7753,,302--318,Springer,Lecture Notes in Computer Science,"Chittaranjan Hota, Pradip K. Srimani",https://doi.org/10.1007/978-3-642-36071-8_24,10.1007/978-3-642-36071-8_24,,https://dblp.org/rec/conf/icdcit/Mohanty13.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 14 May 2019 10:00:46 +0200",0,True,1,74/5678,74/5678,2026-01-31 22:36:07.506488,2026-01-31 22:36:07.508708
989,Computational Social Science: A Bird's Eye View,computational social science a birds eye view,DBLP:conf/icdcit/Mohanty13a,conference,2013,,"Distributed Computing and Internet Technology, 9th International Conference,
ICDCIT 2013, Bhubaneswar, India, February 5-8, 2013. Proceedings",7753,,319--333,Springer,Lecture Notes in Computer Science,"Chittaranjan Hota, Pradip K. Srimani",https://doi.org/10.1007/978-3-642-36071-8_25,10.1007/978-3-642-36071-8_25,,https://dblp.org/rec/conf/icdcit/Mohanty13a.bib,"dblp computer science bibliography, https://dblp.org",,,"Thu, 25 May 2017 01:00:00 +0200",0,True,1,74/5678,74/5678,2026-01-31 22:36:07.508972,2026-01-31 22:36:07.510980
990,Querying a Service from Repository of SMaps,querying a service from repository of smaps,DBLP:conf/icdcit/VaddiM13,conference,2013,,"Distributed Computing and Internet Technology, 9th International Conference,
ICDCIT 2013, Bhubaneswar, India, February 5-8, 2013. Proceedings",7753,,535--546,Springer,Lecture Notes in Computer Science,"Chittaranjan Hota, Pradip K. Srimani",https://doi.org/10.1007/978-3-642-36071-8_43,10.1007/978-3-642-36071-8_43,,https://dblp.org/rec/conf/icdcit/VaddiM13.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 06 Oct 2024 01:00:00 +0200",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.511203,2026-01-31 22:36:07.515990
991,Using HMM for predicting response time of web services,using hmm for predicting response time of web services,DBLP:conf/cube/VathsalaM12,conference,2012,,"CUBE International IT Conference & Exhibition, CUBE '12,
Pune, India - September 03 - 06, 2012",,,520--525,ACM,,"Vidyasagar M. Potdar, Debajyoti Mukhopadhyay",https://doi.org/10.1145/2381716.2381816,10.1145/2381716.2381816,,https://dblp.org/rec/conf/cube/VathsalaM12.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 01 Mar 2019 14:49:59 +0100",0,True,2,74/5678,74/5678,2026-01-31 22:36:07.516458,2026-01-31 22:36:07.520417
992,Service maps in XML,service maps in xml,DBLP:conf/cube/VaddiMS12,conference,2012,,"CUBE International IT Conference & Exhibition, CUBE '12,
Pune, India - September 03 - 06, 2012",,,635--640,ACM,,"Vidyasagar M. Potdar, Debajyoti Mukhopadhyay",https://doi.org/10.1145/2381716.2381838,10.1145/2381716.2381838,,https://dblp.org/rec/conf/cube/VaddiMS12.bib,"dblp computer science bibliography, https://dblp.org",,,"Sun, 06 Oct 2024 01:00:00 +0200",0,True,3,74/5678,74/5678,2026-01-31 22:36:07.520720,2026-01-31 22:36:07.524734
993,An Algebra of Social Distance,an algebra of social distance,DBLP:conf/icdcit/Mohanty12,conference,2012,,"Distributed Computing and Internet Technology - 8th International
Conference, ICDCIT 2012, Bhubaneswar, India, February 2-4, 2012.
Proceedings",7154,,153--165,Springer,Lecture Notes in Computer Science,"Ramaswamy Ramanujam, Srini Ramaswamy",https://doi.org/10.1007/978-3-642-28073-3_14,10.1007/978-3-642-28073-3_14,,https://dblp.org/rec/conf/icdcit/Mohanty12.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 14 May 2019 10:00:46 +0200",0,True,1,74/5678,74/5678,2026-01-31 22:36:07.530283,2026-01-31 22:36:07.532976
994,Modeling social directory- A formal approach,modeling social directory a formal approach,DBLP:conf/rait/Mohanty12,conference,2012,,"1st International Conference on Recent Advances in Information Technology,
RAIT 2012, Dhanbad, India, March 15-17, 2012",,,867--872,IEEE,,,https://doi.org/10.1109/RAIT.2012.6194539,10.1109/RAIT.2012.6194539,,https://dblp.org/rec/conf/rait/Mohanty12.bib,"dblp computer science bibliography, https://dblp.org",,,"Wed, 16 Oct 2019 14:14:50 +0200",0,True,1,74/5678,74/5678,2026-01-31 22:36:07.533322,2026-01-31 22:36:07.535705
995,Socially Responsive Resource Usage: A Protocol,socially responsive resource usage a protocol,DBLP:conf/icdcit/Mohanty11,conference,2011,,"Distributed Computing and Internet Technology - 7th International
Conference, ICDCIT 2011, Bhubaneshwar, India, February 9-12, 2011.
Proceedings",6536,,243--254,Springer,Lecture Notes in Computer Science,"Raja Natarajan, Adegboyega K. Ojo",https://doi.org/10.1007/978-3-642-19056-8_18,10.1007/978-3-642-19056-8_18,,https://dblp.org/rec/conf/icdcit/Mohanty11.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 14 May 2019 10:00:46 +0200",0,True,1,74/5678,74/5678,2026-01-31 22:36:07.536019,2026-01-31 22:36:07.539176
1041,"VQA-Levels: A Hierarchical Approach for Classifying Questions in
VQA",vqalevels a hierarchical approach for classifying questions in vqa,DBLP:journals/corr/abs-2502-02951,article,2025,CoRR,,abs/2502.02951,,,,,,https://doi.org/10.48550/arXiv.2502.02951,10.48550/ARXIV.2502.02951,,https://dblp.org/rec/journals/corr/abs-2502-02951.bib,"dblp computer science bibliography, https://dblp.org",,,"Tue, 11 Mar 2025 00:00:00 +0100",0,True,2,91/1525,91/1525,2026-01-31 22:36:07.935550,2026-01-31 22:36:07.938149
1042,Scene Text Image Super-Resolution with CLIP Prior Guidance,scene text image superresolution with clip prior guidance,DBLP:conf/icpr/SurapaneniB24,conference,2024,,"Pattern Recognition - 27th International Conference, ICPR 2024,
Kolkata, India, December 1-5, 2024, Proceedings, Part XXXII",15332,,17--32,Springer,Lecture Notes in Computer Science,"Apostolos Antonacopoulos, Subhasis Chaudhuri, Rama Chellappa, Cheng-Lin Liu, Saumik Bhattacharya, Umapada Pal",https://doi.org/10.1007/978-3-031-78125-4_2,10.1007/978-3-031-78125-4_2,,https://dblp.org/rec/conf/icpr/SurapaneniB24.bib,"dblp computer science bibliography, https://dblp.org",,,"Fri, 03 Jan 2025 13:25:44 +0100",0,True,2,91/1525,91/1525,2026-01-31 22:36:07.941751,2026-01-31 22:36:07.943766
